Account_name,Degree,betweenness,closeness,id,name,ml_target,Degree_betweenness_closeness
2865,7.957770763150216e-05,9.81451510951713e-06,0.28091026281081644,2865,mshahriarinia,0,0.28099965503355745
9342,0.00018568131780683837,9.700626127480748e-05,0.3182075240772159,9342,KnightBaron,1,0.31849021165629754
5,2.6525902543834053e-05,0.0,0.34343940456777416,5,j6montoya,0,0.343465930470318
27803,0.18793601952306427,0.24054142223496564,0.5230814058359118,27803,nfultz,0,0.9515588475939417
6,0.0001591554152630043,2.0988864681279595e-06,0.37227329732291864,6,sfate,0,0.3724345516246498
18612,0.000503992148332847,9.944839392650324e-06,0.35258742436004153,18612,dan-manges,0,0.35310136134776704
18876,0.008010822568237885,0.0007486404712736454,0.38126396909353855,18876,josh,0,0.3900234321330501
31890,0.25088198625958247,0.2695992678587701,0.5177865069772553,31890,dalinhuang99,0,1.0382677610956077
17647,0.001485450542454707,0.00013773070477851192,0.33133239585164354,17647,davydovanton,0,0.33295557709887674
18562,0.00928406589034192,0.0015621943956873542,0.41296322667572216,18562,podviaznikov,0,0.4238094869617514
7,0.00021220722035067242,6.165520943708191e-07,0.32022662793265716,7,amituuush,0,0.3204394517051022
37493,0.0027852197671025757,0.000430711499794234,0.39179596969476516,37493,EQuimper,0,0.39501190096166194
33643,0.014164831958407384,0.002369212171378265,0.3823893374447194,33643,mjackson,0,0.3989233815745051
30199,0.017692776996737315,0.0026553326432771063,0.3889020704168687,30199,remy,0,0.40925018005688313
35773,0.08817210005570439,0.043408132563431005,0.4503416475535168,35773,addyosmani,0,0.5819218801726522
11273,0.0039258335764874395,0.0005252217954550977,0.3547606948600681,11273,Hendrixer,0,0.35921175023201063
12775,0.0006100957585081832,2.6857064443445857e-05,0.38899837999030057,12775,rockchalkwushock,0,0.3896353328132522
21864,0.007931244860606382,0.0005868806127921936,0.39825271231024395,21864,passy,0,0.40677083778364254
9051,0.04766704687126979,0.017509687900561736,0.41037838543934513,9051,getify,0,0.47555512021117663
34957,0.00021220722035067242,5.9036190884706415e-06,0.34342376154645,34957,Daichou,1,0.3436418723858891
21395,0.00047746624578901296,2.550490373280688e-05,0.31958325915753244,21395,penk,0,0.32008623030705424
9891,0.0007692511737711875,6.230982184877326e-05,0.34835842134930095,9891,calee0219,0,0.34918998234492094
9340,0.001087562004297196,0.00014314305663630367,0.35423400736675936,9340,import-yuefeng,0,0.35546471242769284
31260,0.000503992148332847,3.8687788183795294e-05,0.29954312502483016,31260,ss8651twtw,0,0.3000858049613468
14820,0.00013262951271917026,1.81791398021531e-06,0.3435520764036343,14820,floatflower,0,0.34368652383033366
26666,0.008780073742009072,0.0021239964409670736,0.4146483644602829,26666,appleboy,0,0.42555243464325904
22516,0.0003183108305260086,1.0021174491642545e-05,0.343686753578266,22516,kevinptt0323,0,0.34401508558328364
8,0.00021220722035067242,1.7843037633936042e-07,0.3515615528801768,8,mauroherlein,0,0.35177393853090383
19253,0.03724236717154301,0.020315262445598045,0.4473331355680807,19253,JonnyBanana,0,0.5048907651852217
11083,0.0026791161569272395,0.00019405955227726662,0.36106694761038216,11083,glaucia86,0,0.3639401233195867
23973,0.0027321679620149076,7.801317459878897e-05,0.36865832192450615,23973,iSuperMostafa,0,0.37146850306111984
36652,0.062150189660203185,0.030840306510495845,0.4395974719559691,36652,rfthusn,0,0.5325879681266681
10080,0.014801453619459401,0.0024842442592483915,0.4121595766779276,10080,indrajithbandara,0,0.4294452745566354
14003,0.004429825724820287,0.0009337774725716463,0.40015072389929096,14003,amiryeg,1,0.4055143270966829
4793,0.005543913631661317,0.0012302098213983195,0.38178522239325935,4793,tamimibrahim17,0,0.38855934584631896
9,0.00018568131780683837,2.7123012191680575e-05,0.34361783578824556,9,ParadoxZero,0,0.3438306401182441
15477,0.00037136263561367674,0.00010187431514551703,0.31752408867327,15477,eXpl0it3r,0,0.31799732562402916
23914,0.0005835698559643491,4.116931738014927e-05,0.35649846805613344,23914,apuayush,1,0.35712320722947793
33129,5.3051805087668106e-05,0.0,0.2715968444940744,33129,sachushaji,0,0.2716498962991621
27768,7.957770763150216e-05,4.821949245567226e-08,0.2760799994141383,27768,Aksh77,1,0.27615962534126226
19407,0.00018568131780683837,6.306980736885831e-05,0.37271864433591045,19407,shashank-sj,0,0.37296739546108615
30596,0.002042494495875222,0.00024338041230578987,0.3902668792314541,30596,dineshsonachalam,0,0.3925527541396351
10,0.0017507095678930475,0.00018972470838325727,0.39077659839124307,10,llazzaro,0,0.3927170326675194
35842,0.0003183108305260086,9.853401187517832e-06,0.2887750099580231,35842,ghutchis,1,0.2891031741897366
23589,0.02565054775988753,0.007242267578273041,0.4017584057121543,23589,antirez,1,0.4346512210503149
37280,0.0003448367330698427,1.317806062973077e-05,0.35299019653742075,37280,readywater,0,0.3533482113311203
2078,0.03628743467996499,0.013251099691563743,0.4204849647541715,2078,mbostock,0,0.47002349912570024
23670,0.00042441444070134485,2.303338791592415e-05,0.34488468470116823,23670,patrickfuller,0,0.3453321325297855
32836,0.0011936656144725323,4.0458723835812806e-05,0.34878707695723776,32836,gabrielelana,0,0.3500212012955461
34238,0.0017507095678930475,0.00033910200332908915,0.35802199471974777,34238,ledell,1,0.3601118062909699
19345,0.0007161993686835194,8.361283183556884e-05,0.31771140588919417,19345,Stiivi,0,0.3185112180897133
19973,0.00018568131780683837,1.4372901050195656e-06,0.3453870819972515,19973,eamanu,1,0.34557420060516336
29557,0.003527945038329929,0.00012018284369145117,0.3708159150150002,29557,qinix,0,0.3744640428970216
33138,0.0027056420594710733,0.00025991475003542296,0.3598400244354084,33138,sigmavirus24,0,0.3628055812449149
35762,0.0012467174195602004,5.808628872987568e-05,0.3613853793209226,35762,dimasik9081,0,0.36269018302921263
4708,0.0004509403432451789,1.4896294094808718e-05,0.3492814987075315,4708,Ullaakut,1,0.3497473353448715
15495,0.0031300565001724182,0.0004199498942379002,0.35994653172291974,15495,mjhea0,0,0.36349653811733007
10487,0.0022281758136820603,0.00029620775739883,0.37113716687832876,10487,koistya,0,0.37366155044940963
12102,0.0024403830340327328,0.0003035600944894612,0.3874949891560197,12102,dahlia,0,0.39023893228454193
27313,0.0005835698559643491,2.8306902947349614e-05,0.33148680612343595,27313,samdenty,0,0.3320986828823477
27450,0.015172816255073078,0.005136510897724522,0.3909670728545502,27450,donnemartin,0,0.4112764000073478
19222,0.07846361972466113,0.055322747841606644,0.4663236149079079,19222,Bunlong,0,0.6001099824741757
7843,0.00029178492798217457,4.8795520933797594e-05,0.29609412429999765,7843,dgfigueroa29,0,0.29643470474891365
19256,0.0007161993686835194,4.649880007995084e-05,0.34977407891929,19256,coreylynch,1,0.3505367770880535
14478,0.000503992148332847,2.864078967696271e-05,0.3474914507461586,14478,rdp,1,0.34802408368416843
26143,0.0003978885381575108,1.3314990741099449e-05,0.3201640778265633,26143,bradmontgomery,0,0.3205752813554619
12894,0.0014589246399108729,0.00013114150155983572,0.38666830774280236,12894,sam0hack,0,0.3882583738842731
11514,0.0008488288814026897,0.00011295704065107208,0.3498227641371119,11514,jimfleming,0,0.35078455005916565
16321,0.007878193055518713,0.001467102699296746,0.37621875155930345,16321,fogleman,0,0.3855640473141189
35633,0.001989442690787554,0.00024287717782267804,0.37942973318437556,35633,MaximAbramchuck,0,0.3816620530529858
22564,0.0018568131780683837,0.00013514975183302592,0.3886414713098699,22564,ellisonleao,0,0.3906334342397713
22666,0.016843948115334625,0.0025005863655391336,0.3931689002450853,22666,mafintosh,0,0.412513434725959
22674,0.00018568131780683837,1.7790485824685117e-07,0.2915825540834242,22674,XayOn,1,0.29176841330608927
5567,0.0036605745510490994,0.0005802563989251803,0.3786484803439063,5567,BolajiAyodeji,0,0.3828893112938806
29876,0.0023077535213135627,0.0001026915792879289,0.36715394579222627,29876,ericclemmons,0,0.3695643908928278
33500,0.00013262951271917026,2.250675988704825e-06,0.34376196815786114,33500,sanjmen,0,0.34389684834656903
14720,0.00023873312289450648,1.754242240291733e-06,0.3137060737436862,14720,jirikuncar,0,0.313946561108821
32322,0.001936390885699886,0.00035383842303496495,0.35978164396896445,32322,dionyziz,0,0.3620718732776993
37577,0.0008223029788588556,2.711417730298973e-05,0.34431769401492385,37577,iepathos,0,0.34516711117108567
36578,0.007745563542799544,0.0007192101516517259,0.380551966405556,36578,paulmillr,0,0.38901674010000725
3797,0.002493434839120401,0.00017081903497469136,0.36849976540506724,3797,ianb,0,0.3711640192791623
4530,0.0005570439534205151,6.211061900604728e-05,0.3496832360934616,4530,jayantj,0,0.35030239066588814
27340,0.0007692511737711875,3.817133423692367e-05,0.32467230480389964,27340,joncalhoun,0,0.3254797273119078
26639,0.002546486644208069,0.0001682978709497194,0.36007717508620113,26639,adamstac,0,0.3627919596013589
915,0.000503992148332847,2.531981841726898e-05,0.3607905062685424,915,angvp,0,0.3613198182352925
1407,0.0018833390806122178,0.0002962175511910983,0.3804329179070589,1407,byt3bl33d3r,1,0.3826124745388622
10456,0.0028647974747340777,0.00033026683915606285,0.39136076737812475,10456,davglass,0,0.3945558316920149
17332,0.0003978885381575108,4.0469493960507815e-06,0.32562016307352126,17332,goldhand,0,0.32602209856107484
13638,0.06546592747818245,0.03533749418090742,0.4474605642662995,13638,gabrielpconceicao,0,0.5482639859253894
18850,0.007825141250431046,0.0010164806613966772,0.3915233466267863,18850,hustcc,0,0.40036496853861403
1923,0.005411284118942147,0.0011165843804950577,0.3958482086605905,1923,rdegges,0,0.4023760771600277
11271,0.0062601130003448364,0.0011563350195403432,0.4081524386943106,11271,ParinVachhani,0,0.4155688867141958
31938,0.00018568131780683837,3.1667776754262e-06,0.30156304994720506,31938,cbertelegni,0,0.3017518980426873
27314,0.0012201915170163664,0.00012301501338690422,0.37948702462201284,27314,epeli,0,0.3808302311524161
16641,0.000503992148332847,7.98702959458112e-05,0.3056535240272744,16641,jchodera,1,0.3062373864715531
30002,0.027984827183744926,0.007001724979764596,0.42504087039855687,30002,kauegimenes,0,0.4600274225620664
7027,0.039390965277593566,0.010199934206206256,0.4234272685408781,7027,jeresig,0,0.4730181680246779
10535,0.00037136263561367674,1.3738319418306486e-05,0.37400172620760125,10535,alexandre,0,0.3743868271626332
29465,0.0001591554152630043,1.4777302935746215e-07,0.28692442347210595,29465,martin75carames,1,0.28708372666039833
35008,0.0416721928963633,0.015277416778002198,0.42496420962451104,35008,mdo,0,0.48191381929887656
23972,0.0017507095678930475,5.307557644651846e-05,0.3820444480476707,23972,emilbayes,0,0.3838482331920102
16995,0.00029178492798217457,3.204337065324397e-06,0.35481745710547863,16995,dongAxis,1,0.35511244637052614
21934,0.0007427252712273535,0.0001580353166207457,0.3455010356141283,21934,qinxuye,1,0.3464017962019764
6229,0.006843682856309185,0.0005472760249611707,0.37855342564792593,6229,SlexAxton,0,0.38594438452919627
29964,0.0008223029788588556,7.059364964175485e-05,0.348580674988442,29964,gutomaia,0,0.3494735716169426
4469,0.00023873312289450648,4.42148351846289e-06,0.34410084156337284,4469,rikoz,0,0.3443439961697858
11,5.3051805087668106e-05,0.0,0.3715285306001774,11,beeva-manueldepaz,0,0.37158158240526507
12,0.0001591554152630043,1.3991832244781723e-06,0.30126181704851485,12,damianmuti,0,0.3014223716470023
20854,0.01387304703042521,0.0028725811224029024,0.4036295503211991,20854,kenwheeler,0,0.4203751784740272
4398,0.0002652590254383405,3.873994012945399e-05,0.3191990178231235,4398,arzafran,0,0.3195030167886913
9598,0.0006631475635958513,2.92051584503773e-05,0.37465961718113333,9598,RobertoGonzalez,0,0.37535196990317954
25134,0.00042441444070134485,1.0688616061014067e-05,0.3571333838575218,25134,RichardBray,0,0.35756848691428417
13228,0.00018568131780683837,2.0162687241527153e-05,0.31102475888754133,13228,mravinale,0,0.3112306028925897
11051,0.03289211915435423,0.012931894917630063,0.4175000276864126,11051,sdras,0,0.46332404175839687
13,7.957770763150216e-05,5.704162954090182e-07,0.35147960991254734,13,apobbati,0,0.35155975803647427
5629,0.03490808774768561,0.01827616579930896,0.42054125206371873,5629,pengliheng,0,0.4737255056107133
14,0.00047746624578901296,4.044098062478153e-06,0.3240611004616059,14,hwlv,0,0.3245426108054574
20880,0.002042494495875222,3.796937217381789e-05,0.31971606425021626,20880,Nealyang,0,0.3217965281182653
34989,0.002546486644208069,0.00017813360346052794,0.3470531916852319,34989,DAAI093,0,0.34977781193290053
15143,0.0029178492798217458,0.000226970718347105,0.32513993462530294,15143,mercyblitz,0,0.3282847546234718
36404,0.0012997692246478685,1.074872404052025e-05,0.3060306688205736,36404,Aaaaaaaty,0,0.30734118676926203
33988,0.008700496034377569,0.000906359173873146,0.39700709787484995,33988,luin,0,0.40661395308310067
30809,0.01021247247937611,0.0009497533611594836,0.396814870952802,30809,cowboy,0,0.4079770967933376
18638,0.012095811559988328,0.002397013041580079,0.3865850407104329,18638,bailicangdu,0,0.40107786531200135
18910,0.0007957770763150216,2.2571613748897873e-05,0.3848407513270723,18910,devWayne,0,0.3856591000171362
31126,0.012971166343934852,0.0014749925872791629,0.38411142583498054,31126,alsotang,0,0.3985575847661946
7825,0.008143452080957054,0.0010105872932707099,0.38466404775266566,7825,jawil,0,0.3938180871268934
28922,0.001061036101753362,2.4068131117120566e-05,0.35305631257082387,28922,luyilin,0,0.3541414168036944
34629,0.0003183108305260086,1.1465930017432294e-06,0.31102219288837557,34629,bob-chen,0,0.3113416503119033
13396,0.0017772354704368816,0.0001098108228268499,0.3550881621580891,13396,lin-xin,0,0.35697520845135283
23838,0.015278919865248415,0.002770881546350396,0.38584514610306536,23838,ai,0,0.40389494751466415
8635,0.014430090983845725,0.0015423512754018558,0.3922117375336822,8635,afc163,0,0.4081841797929298
4174,0.007029364174116024,0.0007596078857323881,0.37479743500521945,4174,halfrost,0,0.38258640706506786
15,0.00047746624578901296,6.669799637328894e-05,0.38497829971917286,15,haroldoramirez,0,0.38552246396133516
10219,0.0009814583941218599,1.5017752042906065e-05,0.32471984633539197,10219,marcospereira,0,0.32571632248155674
17787,0.0048011883604339636,0.0002767204886244433,0.3735014960271068,17787,enjelhutasoit,0,0.3785794048761652
3368,0.0006366216610520172,6.192755857174865e-05,0.3147931662185407,3368,Suburbanno,0,0.31549171543816446
12921,0.0019629167882437197,0.00024326378568571982,0.3627310427110294,12921,Foxandxss,0,0.36493722328495887
5310,0.0027056420594710733,4.6234496478986095e-05,0.36436123944097576,5310,KOUISAmine,0,0.3671131159969258
9049,0.0032361601103477544,0.00028841718039774856,0.38899436613905114,9049,gnuwilliam,0,0.39251894342979665
30833,2.6525902543834053e-05,0.0,0.27796907604167437,30833,jhonnymertz,1,0.2779956019442182
23204,0.007480304517361203,0.0016972312400513458,0.40870555073720727,23204,LendisFabri,0,0.4178830864946198
1501,0.002493434839120401,0.000173649774044439,0.39407718682053855,1501,santiagomarcos,0,0.3967442714337034
33671,0.03573039072654447,0.021260576450568468,0.4130718238097847,33671,shayan-taheri,0,0.4700627909868976
18163,0.05103583649433672,0.025799161903989187,0.40484321305841925,18163,nelsonic,0,0.48167821145674516
29892,0.00530518050876681,0.0005525531234088373,0.3638021712907117,29892,PaulKinlan,0,0.3696599049228873
17,7.957770763150216e-05,1.2229703485083989e-08,0.28768419526414996,17,BahiHussein,0,0.28776378520148493
36099,0.0009284065890341919,1.6154122644083886e-05,0.32105021120043603,36099,davidcelis,0,0.3219947719121143
32821,0.0031035305976285844,0.0002796867558032879,0.36703241069776954,32821,fredwu,0,0.37041562805120143
18,7.957770763150216e-05,8.501281056007092e-07,0.3436147038181437,18,itsmevanessi,0,0.34369513165388077
27696,0.00013262951271917026,2.2142371178584685e-06,0.3435896501125582,27696,M-Sayed,0,0.34372449386239523
23458,0.003634048648505265,0.0005021239259945939,0.4041704636826588,23458,ahmgeek,0,0.4083066362571587
20,0.00010610361017533621,1.577529256730546e-08,0.28892107723670696,20,chengzhipeng,0,0.28902719662217485
33863,0.0026791161569272395,0.0001752011103540439,0.35946603098927293,33863,leichunfeng,0,0.36232034825655424
27745,0.002413857131488899,2.7185465926573952e-05,0.31761771966333313,27745,DianQK,0,0.3200587622607486
29082,0.007480304517361203,0.0011248105787278228,0.3723799363875225,29082,steipete,0,0.3809850514836115
3922,0.018143717339982494,0.003601102509846493,0.37710313093928177,3922,onevcat,0,0.3988479507891108
21,0.0008753547839465238,3.9306062684367374e-05,0.3789796431264137,21,tiensonqin,0,0.3798943039730446
12261,0.0006896734661396854,5.598212234764218e-06,0.3173530204054145,12261,samoht,0,0.318048292083789
23332,0.0016711318602615453,0.00012348705504944895,0.35328460312997845,23332,namin,0,0.35507922204528947
34114,0.010689938725165124,0.003662824898667116,0.36584632106049725,34114,leonstafford,0,0.3801990846843295
21547,0.0020955463009628902,9.137541081573284e-05,0.358665766014328,21547,roman01la,0,0.3608526877261066
9553,0.008063874373325551,0.001257906259337528,0.3974046783255853,9553,avelino,0,0.4067264589582484
22321,0.016393007772089446,0.0031883365138675834,0.40249188588998974,22321,bradfitz,1,0.4220732301759468
15191,0.024616037560678,0.0049993776734140625,0.3998281859833701,15191,sophiebits,0,0.42944360121746217
14242,0.02604843629804504,0.00901807612675013,0.42257294340510915,14242,sibelius,0,0.45763945582990434
23783,0.002069020398419056,0.00023665883791255872,0.3827115374854068,23783,kachayev,1,0.38501721672173844
37057,0.001061036101753362,0.000173976207685358,0.3578690563207807,37057,ccheever,0,0.35910406863021943
2282,0.003501419135786095,0.00048720986611364733,0.3862523308948587,2282,faceyspacey,0,0.39024095989675844
2992,0.0004509403432451789,9.171883475524696e-06,0.3520901823072325,2992,sritchie,1,0.3525502945339532
36632,0.00018568131780683837,9.43032733578773e-05,0.3104203548931615,36632,galletti94,1,0.31070033948432624
19470,0.0008223029788588556,1.716401455622489e-05,0.32658488833445953,19470,rizo,0,0.3274243553278746
5300,0.01092867184805963,0.0016476160037073384,0.40410980930227575,5300,XadillaX,0,0.4166860971540427
20919,0.0002652590254383405,7.718564466707857e-06,0.37534598458750673,20919,sunchao,1,0.37561896217741175
33029,0.02069020398419056,0.004234896359563851,0.40088686608747437,33029,igrigorik,0,0.42581196643122876
10352,0.002015968593331388,0.00020808888408173462,0.39195076052940747,10352,ergenekonyigit,0,0.3941748180068206
12986,0.0013528210297355367,5.854996084967788e-05,0.3796704735432151,12986,halfcrazy,0,0.3810818445338003
29615,0.00037136263561367674,8.800774430606849e-07,0.30161854243173397,29615,belltoy,0,0.3019907851447907
21847,0.0012732433221040345,4.807651167464026e-05,0.35543634032282395,21847,mfikes,0,0.35675766015660265
20961,0.0012467174195602004,3.068263496682432e-05,0.32505302729828073,20961,josephwilk,1,0.32633042735280776
12396,0.0014589246399108729,0.0003253488541067133,0.36998253086540916,12396,Rajivhost,0,0.3717668043594268
3747,0.0018037613729807156,0.00010823135432446122,0.3692143458758545,3747,cmeiklejohn,0,0.3711263386031597
8172,0.003315737817979257,0.00021400544186294212,0.3586248228232228,8172,skevy,0,0.36215456608306495
6790,0.004748136555346296,0.0003136248102786467,0.38139897211768037,6790,markzhai,0,0.3864607334833053
27877,0.0003183108305260086,1.6664319016431447e-06,0.3446324584738868,27877,hlship,0,0.34495243573631446
5081,0.0008223029788588556,3.754527975868435e-05,0.37052070843079826,5081,dviramontes,0,0.3713805566894158
8360,0.0023873312289450646,9.307320673703967e-05,0.32129646990642097,8360,killme2008,0,0.32377687434210306
1315,0.0009018806864903578,2.0883963289124977e-05,0.3458116239818008,1315,egisatoshi,1,0.3467343886315803
33684,0.0014589246399108729,0.00017569219854754204,0.3501769508717501,33684,ptaoussanis,0,0.3518115677102085
22,0.00018568131780683837,4.337495720965416e-06,0.3238634411188619,22,pdokas,0,0.3240534599323897
32575,0.0032096342078039206,0.00020577444202298122,0.3849900941565736,32575,ericf,0,0.3884055028064005
13685,0.0008488288814026897,7.62179777875718e-05,0.35549331900006603,13685,reid,0,0.3564183658592563
291,0.00018568131780683837,8.016967035037489e-08,0.2740888304021288,291,splorp,0,0.27427459188960596
3072,0.0006100957585081832,1.0653580531108978e-05,0.3241558396890773,3072,tilomitra,0,0.32477658902811657
35241,0.0014058728348232048,3.9553026337335096e-05,0.35765516194524033,35241,caridy,0,0.35910058780640086
23,0.0003183108305260086,3.106046273326084e-05,0.34732817394508936,23,maxfierke,0,0.34767754523834865
21298,0.0003183108305260086,6.1650322852211565e-06,0.33587248979882756,21298,hacklock,0,0.33619696566163876
22584,0.0025730125467519033,0.00028933040832917665,0.38811732366960766,22584,creadone,0,0.39097966662468875
21498,5.3051805087668106e-05,2.307138354054717e-09,0.2721261775002707,21498,BrianMitchL,0,0.2721792316124967
9173,0.0002652590254383405,3.3912737973707596e-06,0.3157000016748455,9173,ca057,0,0.31596865197408125
19358,0.0038462558688559375,0.0006815149802309191,0.37281816473659746,19358,jonnydubowsky,0,0.3773459355856843
9388,0.00013262951271917026,8.636608899524778e-07,0.34462300716688604,9388,ShawnGregg,0,0.34475650034049515
14635,0.0017241836653492135,0.00015986958605306435,0.37376811881580774,14635,davidfurlong,0,0.37565217206721
6221,0.0006631475635958513,0.0001561708629029477,0.3365140857642732,6221,marcellcsiszar,0,0.337333404190772
35359,0.0012467174195602004,0.00010357400570359204,0.32524933568002207,35359,kevinoliveira,0,0.32659962710528584
30235,0.011220456776041804,0.0028091793994296684,0.37784014031571034,30235,philsturgeon,0,0.3918697764911818
24,0.00047746624578901296,8.199153356444797e-06,0.3337671536077911,24,davidthewatson,0,0.33425281900693654
28761,0.0018302872755245497,0.00011331262480465487,0.3732500346527792,28761,sosedoff,0,0.3751936345531084
327,0.00013262951271917026,2.0074319110122408e-07,0.29938374549324187,327,artisonian,0,0.29951657574915214
22059,0.0012997692246478685,8.623025883172589e-05,0.33863303601103056,22059,canercandan,0,0.3400190354945102
7976,0.008276081593676224,0.000835331156449597,0.37367920226790635,7976,cloudhead,1,0.3827906150180322
26877,0.0028647974747340777,0.00035344762561641133,0.38944040990465173,26877,matthewmccullough,0,0.39265865500500224
12523,0.0006100957585081832,1.701340383362841e-05,0.3554899668074834,12523,nategood,0,0.3561170759698252
3712,0.033528740815406244,0.007115313283244864,0.40698917185762556,3712,isaacs,0,0.4476332259562767
32060,0.0061805352927133345,0.0004938230057773092,0.371510224193151,32060,ded,0,0.37818458249164166
35558,0.003368789623066925,0.000626225290912279,0.3862048476652939,35558,chovy,0,0.3901998625792731
10840,0.0048807660680654655,0.0008889392117906979,0.40567966597796146,10840,cheeaun,0,0.4114493712578176
23267,0.0024403830340327328,0.00017821181244691642,0.3853088173669525,23267,jtauber,0,0.38792741221343213
9722,0.001061036101753362,7.938691418291157e-05,0.35390146821373586,9722,rmm5t,0,0.3550418912296721
14805,0.00023873312289450648,2.250117075529939e-06,0.3085453786533315,14805,fridex,1,0.3087863618933015
2431,0.010955197750603465,0.0014099226143006937,0.40317630073258115,2431,maccman,0,0.4155414210974853
27954,0.0001591554152630043,1.7164054232882524e-06,0.3054504500854798,27954,seanbradley,0,0.3056113219061661
6071,0.00013262951271917026,3.1457532766580924e-06,0.34647268583192414,6071,jatinchauhann,1,0.34660846109792
5061,0.0069497864664845215,0.0011532966466264124,0.38273096446700505,5061,SamyPesse,0,0.390834047580116
31987,0.0007161993686835194,4.777982352933603e-06,0.32120886798561765,31987,jasonrhodes,0,0.3219298453366541
1739,0.00042441444070134485,2.3267766735351685e-05,0.30374983885522755,1739,philfreo,0,0.30419752106266423
26,0.00018568131780683837,2.8128329022578416e-06,0.3483680786574998,26,Micanss,0,0.3485565728082089
32718,0.006578423830870845,0.00068235086550313,0.38427587050477047,32718,answershuto,0,0.39153664520114445
17091,0.0014058728348232048,0.00017020740841262167,0.3153355861884368,17091,changkun,1,0.3169116664316726
15554,0.004562455237539457,0.0011062876615166907,0.394658877966563,15554,summerblue,0,0.4003276208656192
3153,0.01957611607734953,0.00411019367223978,0.4101729953215102,3153,sorrycc,0,0.4338593050710995
29055,0.010026791161569272,0.0037690797504856904,0.41932039374895724,29055,Bharathkumarraju,0,0.4331162646610122
34606,0.005543913631661317,0.0008807059457279977,0.3618814494840413,34606,ericlbarnes,0,0.3683060690614306
27,0.0018568131780683837,7.857474202943654e-05,0.32096820883069116,27,hepin1989,0,0.322903596750789
14755,0.001007984296665694,0.0001095014870293957,0.37817368362976117,14755,FutureWL,0,0.37929116941345625
28477,0.000503992148332847,2.942662106102134e-05,0.37991534818099365,28477,airt,0,0.38044876695038754
24094,7.957770763150216e-05,1.7691919185966746e-08,0.24677126904018484,24094,dubin555,1,0.24685086443973553
12798,0.00021220722035067242,4.014213090906715e-07,0.2876819999389518,12798,doofin,1,0.2878946085806116
9947,0.0009018806864903578,5.0611915909334176e-05,0.35951059487707654,9947,lionrock,0,0.36046308747947625
35523,0.014695350009284066,0.001725595552572145,0.3762901004132314,35523,chenglou,0,0.3927110459750876
19629,0.00037136263561367674,1.0820352304210037e-05,0.31345045771632396,19629,NickSeagull,0,0.3138326407042418
1659,0.0009814583941218599,1.279469733452172e-05,0.31007567034051653,1659,syhily,0,0.31106992343197293
37475,0.0003183108305260086,1.9926088107638734e-05,0.35052859626774774,37475,clasnake,1,0.3508668331863814
28014,0.002891323377277912,0.0002470350288435276,0.36601681586050216,28014,bitemyapp,0,0.3691551742666236
11225,0.004827714262977798,0.0010989262334708124,0.38342775195532997,11225,ice1000,1,0.38935439245177855
32771,0.0002652590254383405,4.67359899450331e-06,0.352001419247612,32771,archessay,0,0.3522713518720449
30417,0.0019098649831560518,0.00014081736168739775,0.38301871456728914,30417,Sailfishc,0,0.3850693969121326
