,0,1_x,1_y,1,Centrality,id,name,ml_target
35,qinxuye,0.0011269722013523666,0.0009873455826791373,0.2653971913033452,0.26751150908737675,21934,qinxuye,1
36,haroldoramirez,5.366534292154127e-05,0.0,5.366534292154127e-05,0.00010733068584308254,15,haroldoramirez,0
37,jhonnymertz,5.366534292154127e-05,0.0,5.366534292154127e-05,0.00010733068584308254,30833,jhonnymertz,1
38,tiensonqin,0.0003756574004507889,6.509624691591567e-05,0.24045862089429806,0.24089937454166477,21,tiensonqin,0
39,bradfitz,0.028979285177632284,0.047577523172264366,0.3070148902998435,0.38357169864974017,22321,bradfitz,1
40,kachayev,0.0038102393474294303,0.0056434191886937345,0.2908367494379126,0.3002904079740357,23783,kachayev,1
41,sritchie,0.0008586454867446603,0.00048102085022054753,0.27432528414383267,0.27566495048079787,2992,sritchie,1
42,galletti94,0.00026832671460770633,0.0001234926662359522,0.22560001048348827,0.22599182986433194,36632,galletti94,1
43,sunchao,0.00042932274337233016,0.0005125663044087483,0.28885557267062434,0.2897974617184054,20919,sunchao,1
44,josephwilk,0.002253944402704733,0.001688808108011039,0.2379117522565485,0.24185450476726428,20961,josephwilk,1
45,egisatoshi,0.0016099602876462381,0.0011132259905139823,0.2661528919491065,0.2688760782272668,1315,egisatoshi,1
46,davidthewatson,0.00010733068584308254,3.2278704439445807e-06,0.2193550077960526,0.21946556635233963,24,davidthewatson,0
47,cloudhead,0.016421594933991628,0.024173104474387547,0.28089377335282156,0.32148847276120074,7976,cloudhead,1
48,fridex,0.00032199205752924764,3.753171740862938e-05,0.23201888656247716,0.23237841033741505,14805,fridex,1
49,jatinchauhann,0.00026832671460770633,0.0002780756050756968,0.2429926651744219,0.2435390674941053,6071,jatinchauhann,1
50,SamyPesse,0.0013416335730385318,0.000411013013248135,0.24735564988617276,0.24910829647245944,5061,SamyPesse,0
51,jasonrhodes,5.366534292154127e-05,0.0,0.19415316382529135,0.19420682916821289,31987,jasonrhodes,0
52,sdras,0.001985617688097027,0.001773424854578139,0.24366698259144412,0.24742602513411927,11051,sdras,0
53,philfreo,5.366534292154127e-05,0.0,0.19415316382529135,0.19420682916821289,1739,philfreo,0
54,Micanss,5.366534292154127e-05,0.0,0.18603020895287128,0.18608387429579282,26,Micanss,0
55,changkun,0.0023076097456262747,0.0010644432250095683,0.23040153738370403,0.23377359035433987,17091,changkun,1
56,hepin1989,0.0006976494579800365,0.00022804364672668329,0.23367794634273573,0.23460363944744245,27,hepin1989,0
57,dubin555,0.00010733068584308254,6.93872847132591e-07,0.19054008162618408,0.1906481061848743,24094,dubin555,1
58,doofin,0.00026832671460770633,0.00013253630273147435,0.19538816821644794,0.19578903123378713,12798,doofin,1
59,clasnake,0.0005366534292154127,0.00030599653189625794,0.24979366678016576,0.25063631674127745,37475,clasnake,1
60,ice1000,0.0069764945798003655,0.010864086546045214,0.2941732522487232,0.3120138333745688,11225,ice1000,1
61,deanwampler,0.0015562949447246969,0.0012052246036072178,0.26662637192742294,0.26938789147575487,32452,deanwampler,1
62,iodone,0.0006976494579800365,0.000611542777720593,0.2679000124491423,0.2692092046848429,33424,iodone,1
63,eed3si9n,0.0021466137168616507,0.0018249894313808947,0.27008076815850895,0.2740523713067515,7847,eed3si9n,1
64,jvican,0.0006439841150584953,0.0004906542266714518,0.2819597665893535,0.28309440493108345,3582,jvican,1
65,jastice,0.0003756574004507889,0.00012130629927343722,0.2639386550462963,0.26443561874602056,12838,jastice,1
66,erip,0.00021466137168616508,2.8734434196586813e-05,0.2236382712618927,0.22388166706777546,13090,erip,1
67,li-yazhou,0.0009123108296662016,0.0012464084848985688,0.2631078302596861,0.26526654957425083,35668,li-yazhou,1
68,jbgi,0.00026832671460770633,5.361310205423095e-05,0.26407496214684273,0.2643969019635046,34059,jbgi,1
69,mariusae,0.0026832671460770637,0.0023374561923594737,0.27525472923434247,0.280275452572779,23051,mariusae,1
70,ehlxr,0.00010733068584308254,7.9314925808914e-07,0.19666567733648038,0.19677380117158155,31,ehlxr,0
71,caichangqi,0.00032199205752924764,0.0001752890643972501,0.24252488920988113,0.24302217033180765,10808,caichangqi,1
72,YaKaiLi,0.0006439841150584953,0.0004193368700083852,0.21406140520450562,0.2151247261895725,23880,YaKaiLi,1
73,riverphoenix,5.366534292154127e-05,0.0,0.1972771333503488,0.19733079869327033,33,riverphoenix,1
74,r9y9,0.0031662552323709348,0.0028904631617989534,0.24790587776842352,0.2539625961625934,10510,r9y9,0
75,AnqiYang,0.00010733068584308254,1.2043463630858176e-06,0.17271303180842362,0.1728215668406298,34,AnqiYang,1
76,DerekDick,0.00042932274337233016,0.000342770514864276,0.21031184777175066,0.21108394102998726,27474,DerekDick,0
77,XudongLiuHarold,0.00016099602876462382,3.879494715894497e-06,0.16910126452067403,0.16926614004415455,3635,XudongLiuHarold,0
78,hoch,0.00021466137168616508,3.5383485433151185e-05,0.21388233161798512,0.2141323764751044,24655,hoch,0
79,spencersalazar,0.0005366534292154127,0.0005608320344098499,0.2652433284700751,0.2663408139337004,22615,spencersalazar,1
80,everythingwillbetakenaway,0.00032199205752924764,0.00011510401721487017,0.21035765182339003,0.21079474789813415,15919,everythingwillbetakenaway,1
81,MonkeyOliver,0.00016099602876462382,6.45160189668986e-05,0.1906654589390632,0.19089097098679472,2417,MonkeyOliver,1
82,obieda01,0.0005366534292154127,0.0003108163304777675,0.24084502823122958,0.24169249799092277,15407,obieda01,1
83,CN-Sean,0.00010733068584308254,2.3389183802022013e-05,0.23655218253917953,0.23668290240882464,35,CN-Sean,0
84,LuckyZXL2016,0.00021466137168616508,1.4936627984262316e-05,0.20615708400013683,0.20638668199980725,25218,LuckyZXL2016,1
85,linjunpop,0.00026832671460770633,0.00036474275869829395,0.2264167844125171,0.22704985388582313,38,linjunpop,0
86,amix,0.004293227433723301,0.005280298856703282,0.2749065369200775,0.28448006321050406,18028,amix,1
87,boudra,0.00026832671460770633,0.0003115132477237052,0.1910299880002147,0.19160982796254614,1524,boudra,1
88,aditya7iyengar,0.00010733068584308254,1.7028851177144405e-06,0.18516240875774317,0.185271442328704,9804,aditya7iyengar,1
89,sekaiamber,0.0005366534292154127,0.0004337944558187714,0.1996788625890056,0.20064931047403978,31756,sekaiamber,1
90,indreklasn,0.00026832671460770633,0.00029543562897103767,0.2498367420805245,0.2504005044241032,42,indreklasn,0
91,kamilamin,0.00016099602876462382,0.00012705022971353565,0.19867031434007015,0.19895836059854832,31731,kamilamin,1
92,mohanramphp,0.00010733068584308254,2.826926574366187e-06,0.2083859428011451,0.20849610041356256,27718,mohanramphp,1
93,reacherone,0.00032199205752924764,9.0665679999714e-05,0.23785316452649383,0.2382658222640228,15684,reacherone,1
94,dexteryy,0.00042932274337233016,0.00014112793531811276,0.23655218253917953,0.23712263321786997,24499,dexteryy,0
95,852172891,0.002790597831920146,0.0009256813576562025,0.23133967436528022,0.23505595355485656,4819,852172891,1
96,tianweidut,0.001395298915960073,0.0020166074049815636,0.287956128393725,0.2913680347146666,3374,tianweidut,1
97,mitlonik,5.366534292154127e-05,0.0,0.19001944617023564,0.19007311151315717,33602,mitlonik,1
98,BIGBird1994,0.001019641515509284,0.0009809190097950506,0.2872519861195483,0.2892525466448526,36659,BIGBird1994,1
99,jason9263,0.002039283031018568,0.003331776245760565,0.29745481809299784,0.302825877369777,30948,jason9263,1
100,chengdazhi,0.001019641515509284,0.0008478747627813605,0.2626070812624545,0.26447459754074515,24939,chengdazhi,1
101,YangXinlin,0.0028442631748416872,0.002538155340728775,0.2577177469300258,0.2631001654455963,12542,YangXinlin,1
102,2guotou,0.00026832671460770633,4.628837170282492e-06,0.20439746064919864,0.20467041620097665,34620,2guotou,1
103,shkorinova,5.366534292154127e-05,0.0,0.21715219714595613,0.21720586248887766,1193,shkorinova,1
104,ronenhamias,0.010947729955994419,0.021906936309455265,0.2801243749661565,0.3129790412316062,10001,ronenhamias,0
105,ForrestPi,5.366534292154127e-05,0.0,0.21266316674698527,0.2127168320899068,48,ForrestPi,0
106,hiroharu-kato,0.001985617688097027,0.0022413247229870798,0.2726987986306669,0.27692574104175105,35665,hiroharu-kato,1
107,sorenbouma,5.366534292154127e-05,0.0,0.22954975320050094,0.22960341854342248,49,sorenbouma,1
108,shayan-taheri,0.035150799613609535,0.07320381831178152,0.3011021684776505,0.4094567864030415,33671,shayan-taheri,0
109,damianlajara,5.366534292154127e-05,0.0,0.20527592518831958,0.2053295905312411,51,damianlajara,0
110,glenak1911,0.00026832671460770633,0.00028610282457180785,0.2606698933654123,0.2612243229045918,27985,glenak1911,1
111,DQNEO,5.366534292154127e-05,0.0,0.23297026784096078,0.23302393318388231,52,DQNEO,0
112,roalcantara,5.366534292154127e-05,0.0,9.659761725877427e-05,0.00015026296018031554,58,roalcantara,0
113,guilhermehtk,0.00016099602876462382,1.7280741562241595e-08,0.0001609960287646238,0.00032200933827080985,14312,guilhermehtk,1
114,muhammadfaizan,0.00010733068584308254,8.35181575283041e-06,0.22136031586324853,0.22147599836484447,61,muhammadfaizan,0
115,anishathalye,0.009498765697112804,0.012682981598529623,0.2846651473278243,0.3068468946234667,8357,anishathalye,1
116,meolu,0.0023076097456262747,0.0023425808839112497,0.267117954827452,0.2717681454569895,772,meolu,1
117,partoftheorigin,5.366534292154127e-05,0.0,0.22954975320050094,0.22960341854342248,29946,partoftheorigin,1
118,jasperblues,0.00010733068584308254,1.227305516768849e-05,0.21670828918180562,0.2168278929228164,67,jasperblues,0
119,JoeyJAL,0.00026832671460770633,0.00011187613135587088,0.2032742401073279,0.2036544429532915,26706,JoeyJAL,1
120,nd1511,0.004937211548781796,0.0062465782088642514,0.2781791290585225,0.28936291881616855,29023,nd1511,1
121,mafellows,0.00026832671460770633,0.00010606062895716461,0.19823989974799933,0.1986142870915642,72,mafellows,1
122,karllhughes,5.366534292154127e-05,0.0,0.1644840887046069,0.16453775404752843,18731,karllhughes,0
123,ay8s,0.00016099602876462382,1.3099048116932721e-05,0.21988767874812865,0.22006177382501022,32161,ay8s,0
124,soffes,0.0017172909734893206,0.0011122440493515611,0.24760929740364515,0.250438832426486,11573,soffes,0
125,mitchellporter,0.00026832671460770633,2.3067329625599352e-05,0.2254128099769155,0.22570420402114882,11055,mitchellporter,0
126,alikaragoz,0.00026832671460770633,4.929538824105756e-05,0.22927730136492508,0.22959492346777385,1618,alikaragoz,0
127,DennisWanjiru,5.366534292154127e-05,0.0,0.19100480332117004,0.19105846866409157,74,DennisWanjiru,0
128,bdhobare,0.0004829880862938714,0.0006919091292124106,0.23808116794340956,0.23925606515891584,15745,bdhobare,1
129,rupesh1310,0.00010733068584308254,3.753714100498287e-06,0.22801436375904338,0.22812544815898697,75,rupesh1310,0
130,iam-peekay,0.00971342706879897,0.017050300210404386,0.2980770018156489,0.32484072909485223,1089,iam-peekay,1
131,aditisrinivas97,0.00032199205752924764,0.00015462240711222296,0.22759647075325365,0.22807308521789513,31923,aditisrinivas97,1
132,elliott-beach,0.00010733068584308254,6.616417846525976e-06,0.23703595571537017,0.2371499028190598,6079,elliott-beach,0
133,sam17,0.0009123108296662016,0.0003188663362794256,0.2651785974787154,0.26640977464466103,32409,sam17,1
134,fangying,5.366534292154127e-05,0.0,0.1905651438957771,0.19061880923869864,77,fangying,1
135,liujunming,0.00021466137168616508,0.00014185924778456387,0.23739846530162956,0.23775498592110028,3115,liujunming,0
136,shz2050,5.366534292154127e-05,0.0,0.17956661028609314,0.17962027562901467,82,shz2050,0
137,cfryan1990,0.00032199205752924764,0.00012214213500282923,0.22056835918778436,0.22101249338031645,15338,cfryan1990,1
138,Bjoux2,0.00016099602876462382,5.917921372322997e-05,0.2378271347965793,0.23804731003906715,83,Bjoux2,1
139,pengliheng,0.011108725984759043,0.017892866577123266,0.2753942532535964,0.3043958458154787,5629,pengliheng,0
140,chenxofhit,0.00016099602876462382,0.0001039040338631788,0.2247193755383442,0.224984275600972,8828,chenxofhit,0
141,SeunghunSunmoonLee,5.366534292154127e-05,0.0,0.21294448101390842,0.21299814635682995,85,SeunghunSunmoonLee,0
142,kdn251,0.0028442631748416872,0.0033117339654419047,0.2731615373770471,0.27931753451733077,35708,kdn251,1
143,david-hoffman,5.366534292154127e-05,0.0,0.2131742509183817,0.21322791626130325,18373,david-hoffman,1
144,igrigorik,0.0035955779757432652,0.004248833614823754,0.2735397464976799,0.28138415808824696,33029,igrigorik,0
145,fernandojsg,5.366534292154127e-05,0.0,0.16294250321373913,0.16299616855666066,87,fernandojsg,0
146,sangamkotalwar,0.00021466137168616508,0.00012029478117096136,0.19600495161104328,0.1963399077639004,15870,sangamkotalwar,1
147,hisrg,0.00010733068584308254,0.00020733433726377457,0.17471599477327993,0.1750306597963868,90,hisrg,1
148,markstrefford,0.00010733068584308254,0.0003109842251540996,0.21328408871972346,0.21370240363072066,21351,markstrefford,0
149,duguyue100,0.00010733068584308254,0.0001036729288790747,0.1479578500127616,0.14816885362748378,13411,duguyue100,0
150,ArcherFMY,5.366534292154127e-05,0.0,0.20232327717793017,0.2023769425208517,30931,ArcherFMY,1
151,gaocegege,0.005742191692604916,0.006569006491528961,0.255927091913966,0.2682382900980999,4333,gaocegege,0
152,pmn,5.366534292154127e-05,0.0,0.23297026784096078,0.23302393318388231,97,pmn,0
153,aviflax,0.00021466137168616508,2.187661535617202e-05,0.2262458904781055,0.22648242846514782,98,aviflax,0
154,guozhangwang,0.0004829880862938714,0.00020968086024577849,0.20870113329371387,0.20939380224025353,31814,guozhangwang,1
155,rferreira,0.00021466137168616508,0.00017306978237610312,0.2457264700347628,0.24611420118882507,28544,rferreira,1
156,bmwilly,0.00042932274337233016,0.0006357926902323155,0.2892207746855792,0.2902858901191839,3218,bmwilly,1
157,knewter,0.002575936460233981,0.0028964860445691402,0.2717780085649451,0.2772504310697482,33546,knewter,1
158,paulgureghian,0.0004829880862938714,0.00025328966286879427,0.22116882770073706,0.22190510544989975,99,paulgureghian,1
159,thiagoricieri,0.00021466137168616508,1.0384420684450482e-05,0.22086537943873596,0.22109042523110659,7995,thiagoricieri,0
160,mplacona,0.00026832671460770633,0.00011277078529476226,0.22446985497985256,0.22485095247975503,37085,mplacona,0
161,nouraellm,0.00026832671460770633,8.623011250506286e-05,0.24484746652254089,0.24520202334965366,23261,nouraellm,0
162,khanhnamle1994,0.0036492433186648063,0.0033624715393828293,0.26345070929657444,0.27046242415462207,2755,khanhnamle1994,0
163,ORESoftware,5.366534292154127e-05,0.0,0.17996438324637745,0.18001804858929898,16033,ORESoftware,0
164,lidderupk,0.00021466137168616508,7.961679868745334e-06,0.22035030681748463,0.22057292986903954,32639,lidderupk,0
165,adityaladwa,0.00042932274337233016,4.28942547973723e-05,0.23369051034866847,0.23416272734683816,23100,adityaladwa,0
166,gopal-amlekar,5.366534292154127e-05,0.0,0.17996438324637745,0.18001804858929898,23519,gopal-amlekar,0
167,kristijanbartol,0.00010733068584308254,3.5304235312728285e-06,0.2012739263226694,0.20138478743204377,6082,kristijanbartol,1
168,Atcold,0.0034882472899001827,0.0019926702520945095,0.25381236252006684,0.2592932800620615,2270,Atcold,0
169,hermanzdosilovic,0.00032199205752924764,4.1636710712531516e-05,0.21320039251342235,0.21356402128166413,28436,hermanzdosilovic,0
170,mingkin,0.0006976494579800365,0.00013221596430913467,0.21813303565656494,0.2189629010788541,101,mingkin,1
171,jayleicn,0.0008586454867446603,0.00010834874681700585,0.2357246957168362,0.23669168995039788,29255,jayleicn,0
172,phodal,0.005849522378447998,0.005382340276502959,0.25187087775475236,0.26310274040970333,22642,phodal,0
173,chocoluffy,0.0004829880862938714,0.0001064647390604498,0.24553906742224585,0.24612852024760018,33708,chocoluffy,0
174,jdorfman,0.00010733068584308254,1.4714627986448094e-05,0.23415633024323265,0.23427837555706219,31174,jdorfman,0
175,loadchange,0.00010733068584308254,3.09110194636215e-07,0.18699061271617987,0.1870982525122176,21537,loadchange,0
176,lawlite19,0.0011269722013523666,0.0005485759669579015,0.2317714393416992,0.23344698751000945,6295,lawlite19,0
177,azl397985856,0.00010733068584308254,1.1711963751475031e-06,0.22355200215892423,0.2236605040411425,27860,azl397985856,0
178,actank,0.001234302887195449,0.0005122425740829937,0.24367381297162552,0.24542035843290397,9552,actank,0
179,ninjin,0.0006439841150584953,7.320256496724196e-05,0.23077465232955743,0.23149183900958317,33910,ninjin,0
180,Gaohaoyang,0.00021466137168616508,2.2924280139336655e-06,0.22247068649101115,0.22268764029071125,19684,Gaohaoyang,0
181,omarsar,0.0025222711173124397,0.0014174780635026693,0.2560250818469581,0.25996483102777324,27655,omarsar,0
182,episodeyang,0.001234302887195449,0.0003930197860811011,0.2449440560159421,0.24657137868921866,1877,episodeyang,0
183,ferschke,0.00010733068584308254,9.975369584974251e-06,0.1974294709050595,0.19754677696048756,102,ferschke,1
184,dav009,0.001019641515509284,0.0009263000148555335,0.24713062129210434,0.24907656282246915,10689,dav009,0
185,anilmuppalla,0.00016099602876462382,4.742767078293472e-06,0.18385828265545195,0.18402402145129487,32124,anilmuppalla,0
186,jvperrin,5.366534292154127e-05,0.0,0.16122595107201382,0.16127961641493535,106,jvperrin,0
187,narendasan,0.00026832671460770633,0.0001096612443641674,0.19352641711451465,0.19390440507348655,25367,narendasan,1
188,HYPJUDY,0.00032199205752924764,0.0003810736767810168,0.26486348579981017,0.26556655153412045,108,HYPJUDY,1
189,alex-myzhao,5.366534292154127e-05,0.0,0.2078677061610696,0.20792137150399112,9238,alex-myzhao,0
190,Andiedie,0.0003756574004507889,0.00022454619611616457,0.22631068193876153,0.22691088553532848,24409,Andiedie,0
191,meetshah1995,0.004024900719115595,0.002263309111102624,0.2538939074697637,0.2601821172999819,35061,meetshah1995,0
192,layumi,0.003917570033272513,0.0023856113241825815,0.2527202838605044,0.2590234652179595,11710,layumi,0
193,nfultz,0.08693785553289686,0.3363572487956781,0.3625482589126984,0.7858433632412734,27803,nfultz,0
194,FantasticGold,5.366534292154127e-05,0.0,0.2078677061610696,0.20792137150399112,15541,FantasticGold,0
195,ellenmellon,5.366534292154127e-05,0.0,0.18532030622188095,0.18537397156480248,109,ellenmellon,1
196,supercoderhawk,0.0004829880862938714,0.00021944794800587015,0.22931359090296954,0.2300160269372693,24905,supercoderhawk,0
197,qingbusheng,5.366534292154127e-05,0.0,0.20808664521722967,0.2081403105601512,110,qingbusheng,0
198,Lemonjing,0.0006976494579800365,0.0008126541768227361,0.26521905064528223,0.266729354280085,14021,Lemonjing,1
199,JohnMars,5.366534292154127e-05,0.0,0.1630464147791385,0.16310008012206004,113,JohnMars,0
200,DSanzh,0.00016099602876462382,0.00017812151501676212,0.19615532999254828,0.19649444753632966,8459,DSanzh,1
201,maurodelazeri,5.366534292154127e-05,0.0,0.1845922790272184,0.18464594437013993,114,maurodelazeri,0
202,mmalohlava,0.00026832671460770633,0.0001108332623054931,0.2281999213490607,0.2285790813259739,32134,mmalohlava,1
203,sharpstill,5.366534292154127e-05,0.0,0.21429887594787914,0.21435254129080067,115,sharpstill,1
204,myedibleenso,0.00021466137168616508,0.00010543374204855949,0.21739114221996572,0.21771123733370043,116,myedibleenso,0
205,hanxiao,0.0038639046903509713,0.003905649291496092,0.27588370319431815,0.28365325717616524,17395,hanxiao,1
206,darius,0.0015562949447246969,0.0011809432770190714,0.27040842392602016,0.2731456621477639,24733,darius,1
207,kylebgorman,0.00021466137168616508,0.0001019223540947773,0.26412310415501244,0.2644396878807934,3665,kylebgorman,1
208,danebell,5.366534292154127e-05,0.0,0.17745518319417322,0.17750884853709475,2993,danebell,1
209,denysdovhan,0.00021466137168616508,0.00010857631552709008,0.2099410617772731,0.21026429946448635,119,denysdovhan,0
210,tilast,0.00032199205752924764,0.0003465107786639424,0.21807831223375654,0.21874681506994972,10450,tilast,1
211,riya-17,0.0003756574004507889,0.00017159961163693257,0.22506264508983456,0.22560990210192228,16080,riya-17,1
212,avorona,5.366534292154127e-05,0.0,0.17245947036900644,0.17251313571192797,21081,avorona,1
213,ritwik12,0.0005903187721369539,0.0005825233733517341,0.2633549322573246,0.2645277744028133,35968,ritwik12,1
214,nrkfeller,0.0009123108296662016,0.0007504078049002998,0.2866835830073798,0.2883463016419463,120,nrkfeller,1
215,jlfwong,0.0009123108296662016,0.0002697805024872909,0.24166188329348,0.2428439746256335,27072,jlfwong,0
216,avelino,0.0017172909734893206,0.0014509445059034893,0.2535532494443405,0.2567214849237333,9553,avelino,0
217,andersevenrud,0.00016099602876462382,3.1632831915915174e-07,0.22268725289347704,0.22284856525056082,8225,andersevenrud,0
218,KrauseFx,0.0026832671460770637,0.0015625948606721354,0.24732749890317154,0.2515733609099208,29421,KrauseFx,0
219,jbenet,0.001019641515509284,0.0010558601239005708,0.24734157359367678,0.24941707523308665,22329,jbenet,0
220,napsternxg,0.0008586454867446603,0.00022161495258245874,0.24166860172226215,0.24274886216158928,20812,napsternxg,0
221,harryprince,0.0035419126328217238,0.001315329267223327,0.2556035050707098,0.26046074697075483,937,harryprince,0
222,jbranchaud,0.00010733068584308254,6.788101986249616e-08,0.22269295770333725,0.2228003562702002,3131,jbranchaud,0
223,derekcollison,0.00042932274337233016,0.00013789796982435624,0.2476586781752071,0.24822589888840377,11018,derekcollison,0
224,enjelhutasoit,0.0012879682301169906,0.00012337502072060148,0.24555987581779012,0.2469712190686277,17787,enjelhutasoit,0
225,heygema,5.366534292154127e-05,0.0,0.22107320780116907,0.2211268731440906,8946,heygema,0
226,Carreau,0.002039283031018568,0.0007677315348157964,0.24811815624232253,0.2509251708081569,13789,Carreau,0
227,rfthusn,0.02237844799828271,0.03176825166852741,0.2823352367387629,0.336481936405573,36652,rfthusn,0
228,jnicklas,0.00032199205752924764,1.706894737530548e-05,0.23490932587352437,0.23524838687842892,34298,jnicklas,0
229,gsw945,0.00016099602876462382,1.367889877996927e-06,0.21728246566725246,0.2174448295858951,124,gsw945,0
230,Uberi,0.0016636256305677794,0.001948173107633273,0.27268169026474387,0.2762934890029449,21425,Uberi,1
231,ksopyla,0.00021466137168616508,2.1154018169699345e-05,0.23174672364568832,0.2319825390355442,31345,ksopyla,1
232,PytLab,0.0008049801438231191,0.0007236041168800209,0.26568921095267956,0.2672177952133827,6307,PytLab,1
233,Deardrops,0.00010733068584308254,4.3254270812645474e-06,0.2215295515787403,0.22164120769166465,125,Deardrops,0
234,shenli,0.0017172909734893206,0.0016861931750871732,0.2868065460407724,0.2902100301893489,28288,shenli,1
235,panjf2000,0.0007513148009015778,0.0002599654976874372,0.21348313082221493,0.21449441112080395,5013,panjf2000,1
236,Rajat2712,0.00010733068584308254,0.00010367292887907474,0.20135784679413887,0.20156885040886105,126,Rajat2712,1
237,codeandrew,5.366534292154127e-05,0.0,0.16662487260781617,0.1666785379507377,23733,codeandrew,0
238,rohts-patil,0.0019319523451754857,0.0014755640596776259,0.2543768356289986,0.2577843520338517,35865,rohts-patil,0
239,thrifus,0.00010733068584308254,2.9228261344695293e-05,0.22145618434131836,0.22159274328850614,129,thrifus,0
240,markpairdha,0.0031662552323709348,0.002883908825591081,0.22883067294803017,0.2348808370059922,8093,markpairdha,1
241,francisfsjiang,0.00016099602876462382,1.818716442223156e-05,0.24093180720481622,0.24111099039800307,130,francisfsjiang,1
242,hsupu,0.00032199205752924764,1.3690612648025987e-05,0.2286741622546896,0.22900984492486687,30881,hsupu,0
243,Raytlty,0.00032199205752924764,8.964365274987197e-05,0.23912248243473083,0.23953411814500997,32165,Raytlty,0
244,sacOO7,5.366534292154127e-05,0.0,0.1936385013799735,0.19369216672289502,30936,sacOO7,0
245,sachin1092,0.0003756574004507889,0.0002849709469133141,0.24218704493772514,0.24284767328508924,8245,sachin1092,1
246,forhadulislam,0.00010733068584308254,3.128460878937216e-05,0.19429637022686116,0.19443498552149363,136,forhadulislam,0
